CARREGA
conjugative comede
agamemnon adorativo
again adorar
against adoraivel
agaa adonisar
afterword adonde
afterwards aadolo
afterthought adolfo
aftertastes adolescer
aftertaste adolescente
aftershock adolescancia
aftershave adoidar
afternoon adoestar
aftermost adoentar
aftermath adoecer
afterlives adocicar
afterlife adobe
afterimages adoaar
afterimage adoaao
afterhours adoaante
afterglow adn
aftereffects admoestatario
aftereffect admoestar
aftercares admoestador
aftercare admitir
afterburner admissaavel
afterbirth admissao
after admirativo
aft admirar
afro admiraivel
afrikaner admirabilidade
afrikaans administrativo
african administrar
africa adjuvar
afresh adjuvante
afraid adjurar
afoul adjuraaao
aforethought adjunto
aforesaid adjunaao
aforementioned adjudicatario
afore adjudicatairio
afoot adjudicar
aflutter adjudicador
afloat adjetivo
aflame adjetivar
afire adjetival
afield adjacente
aficionado adjacancia
afghan adivinho
afghanistan adivinhatario
afghani adivinhar
afghan adivinhador
affronting adivinha
affronted adito
affront aditivo
affright aditar
affricative aditaacio
affrication adir
affricate adiposo
affray adipose
afforestation adipo
afforest adio
affordable adietar
affordability adido
afford adicionar
affluent adicional
affluence adiar
afflictive adiante
affliction adiantar
afflicting adiamantar
afflicted adiabilidade
afflict adiaao
afflatus adeusar
affix adeus
affirmative adestrar
affirmation adesivo
affirm adesao
affinity aderir
affine aderente
affiliation aderecista
affiliate adereao
affidavit aderancia
affiance adequo
afferent adeques
afferently adequemos
affectively adequemos
affective adequem
affectionate adequeis
affection adeque
affecting adeque
affecter adeque
affected adequas
affectation adequar
affect adequamos
affair adequam
affable adequam
affability adequais
afc adequai
afar adequa
afaik adequa
aetiology adepto
aetiological adentro
aetiologic adentrar
aether adentar
aestivation adensar
aestivate adenosina
aestival adenopatia
aestheticism adenoma
aesthetically adenda
aesthetic aden
aesthete ademais
aesop adelson
aesculapius adelino
aeschylus adelina
aes adelgaaar
aerospace adelaide
aerosol adejar
aeroplane adegueiro
aeronautical adegar
aeronautic adega
aerofoil adarito
aeroengines adaptativo
aeroengine adaptar
aerodynamically adaptametro
aerodynamic adaptador
aerodrome adaptabilidade
aerobic adaptaaao
aerobatic adao
aeroacoustic adanis
aero adanis
aerie adams
aerialist adamastor
aerial adamastor
aerator adamascar
aeration adamado
aerate adaltero
aeon adalia
aeolus adalberto
aeolian adaigio
aeneid adagiar
aeneas adagial
aegrotat adagiairio
aegis adaga
aegean ad
adze acutilar
advocative acutilante
advocate acutiladiao
advocacy acutilancia
advisory acutangular
advisor acutangulo
adviser acusticamente
advisement acusmaitico
advisee acusativo
advised acusatario
advise acusar
advisable acusador
advisability acurvar
advice acurralar
advertising acurar
advertiser acupuntura
advertisement acumulativo
advertise acumular
advert acumulador
adversity acumulaaao
adversing acume
adversed aculturaaao
adverse aculo
adversary acuidade
adversarial acudo
adverbial acudis
adverb acudir
adventurous acudimos
adventurism acudi
adventuress acudas
adventuresome acudamos
adventures acudamos
adventurer acudam
adventure acudam
adventively acudais
adventitious acuda
adventists acuda
adventists acuda
adventist actuplo
advent actaanio
advantageous actaania
advantage acromatizar
advancing acromaitico
advancer acrobatismo
advancement acrobata
advance acrobaitico
adumbrative acrobacia
adumbration acrianaar
adumbrate acrescido
adultly acrescer
adulthood acrescento
adultery acrescente
adulterous acrescentar
adulteress acredoce
adulterer acreditar
adulteration acreditador
adulterate acre
adulterant acre
adult acraatico
adulatory acrascimo
adulator acrapole
adulation acranimo
adulate acranico
adte acraalico
adsorptive acp
adsorption acovardar
adsorbent acotovelar
adsorbate acostumar
adsorb acostar
adroit acostagem
adrift acostado
adrienne acossar
adriatic acossa
adrian acorrer
adrenally acorrentar
adrenal acoronhar
adrenalin acoria
adrenaline acordo
adornment acordeonista
adorn acordeao
adoring acorde
adorer acordar
adore acordante
adoration acoplar
adorable acoplamento
adoptive acoplagem
adoption acontecimento
adopter acontecer
adoptable aconsoantar
adopt aconselhar
adonis aconselhador
adolph aacone
adolescent acondimentar
adolescence acondicionar
adobe aconchego
ado aconchegar
admonitory acompridar
admonition acompassar
admonishment acompanhar
admonishing acompanhador
admonisher acompadrar
admonish acomodar
admixture acomodadiao
admitted acomodaaao
admittance acometida
admit acometer
admission acolia
admissible acolhida
admissibility acolher
admiring acolchoar
admirer acolchoado
admire acolchoadeira
admiration acolchetar
admiralty acolai
admiral acoito
admirable acoitar
admin acoimar
administratrix acodes
administrator acodem
administrative acode
administration acode
administrate acocorar
administrable acocado
administer acobertar
admen acobardar
adman acne
adler aclive
adkins aclimatizar
adjutant aclimatar
adjustors aclimar
adjustment aclarar
adjustive aclamativo
adjuster aclamar
adjustable acitrinar
adjust acirrar
adjure acirrante
adjuration acionista
adjunctive acionar
adjunct acional
adjudicatory acionador
adjudicator acionado
adjudicative acio
adjudication acinzentar
adjudicate acinzar
adjudge acinatico
adjournment acima
adjourn acilaaao
adjoin acidificar
adjective acidificante
adjectival acidez
adjacent acidente
adjacency acidentar
adiaca³s acidental
adirondacks acidar
adirondack acidafilo
adipose acicular
adiposes acicular
adipose acicate
adieu acicatar
adiabatic achocolatado
adhesive achinesar
adhesion achinelar
adherer achincalhar
adherent achego
adherence achegar
adhere achega
adequate achatar
adequacy achatadura
adept achatadela
adenoidal achar
adenoid achaque
adenine achado
adenauer achada
aden acha
adele acetona
adelaide acetinar
adductor acetileno
adductive acetato
adduction acetal
adduct acesso
adducible acessaavel
adducer acessario
adduce acessao
addresser aceso
addressee acervo
addressable acerto
addressability acertar
address acerrimamente
addons aceroso
addon acercar
addling acerca
addle acerbar
additivity acepipe
additive acentuar
additional acentual
addition acento
addison aceno
addis acender
addictiveness acendalha
addictive acenar
addiction acelerar
addicted acelerante
addict acelerador
adder aceite
addendum aceitar
addenda aceitante
addend aceitador
added aceitabilidade
addable acefalia
add acefailico
adc acedioso
adaptor aceder
adaptivity acedente
adaptive acedancia
adapter aceaao
adapted acavalado
adaptation acautelar
adaptable acato
adaptability acatico
adapt acatar
adamson acatalico
adamant acatador
adam acastico
adair acastica
adagio acastelar
adage acastanhado
ad acaso
acyclovir acasalar
acyclic acartar
acyclically acarrimo
acute acarretar
acupuncturist aacaro
acupuncture acarinhar
acupressure acariciativo
acumen acariciar
acuity acariciante
actuator acariciador
actuation acardao
actuate acantonar
actuary acanho
actuarial acanhar
actualize acampar
actualization acamar
actuality acama
actualise acalorar
actualisation acalmia
actual acalmar
ac acalito
ac acalento
actress acalentar
actor acalcar
acton acalaar
activity acaidico
activist acaicio
activism acaicia
active acafalo
activator academismo
activation academia
activate acadamico
actionable acaaclico
action acabrunhado
actinometer acabar
actinium acabadote
actinide abvio
actinic abutre
acting abuso
act abusivo
acrylic abusar
acrylate aburguesar
acrostic abundar
across abundante
acropolis abundancia
acrophobia abulo
acronym abulo
acrobatic abulia
acrobat abulas
acrimony abulamos
acrimonious abulamos
acridity abulam
acrid abulam
acreage abulais
acre abula
acquitter abula
acquittance abula
acquittal abu
acquit absurdo
acquisitive absurdeza
acquisition absurdez
acquirement abstruso
acquire abstrato
acquirable abstrativo
acquiescent abstrair
acquiescence abstracionismo
acquiesce abstraaao
acquainted abstivestes
acquaintanceship abstiveste
acquaintance abstivesses
acquaint abstivessem
acoustician abstivesse
acoustical abstivesse
acoustic abstivermos
acorn abstiveres
aconite abstiverem
acolyte abstiverdes
acned abstiveras
acne abstiveram
acme abstiveram
acm abstivera
acknowledger abstivera
acknowledgement abstiver
acknowledged abstiver
acknowledgeable abstivemos
acknowledge abstive
ackerman abstivassemos
acidulous abstivasseis
acidosis abstivareis
acidoses abstivaramos
acidophiles abstinhas
acidity abstinham
acidify abstinha
acidification abstinha
acidic abstinente
acid abstinancia
achy abstidos
achromatic abstido
aching abstidas
achilles abstida
achiever absteve
achievement absterias
achieve absteriam
achievable absteria
achene absteria
ache absteremos
achaean abstereis
acetylene absterei
acetone absterao
acetic absterais
acetate absterai
acetaminophen absteraaeis
aces absteraaamos
acer abster
acerbity abstenho
acerbically abstenhas
acerbic abstenhamos
acerbate abstenhamos
ace abstenham
accustomed abstenham
accustom abstenhais
accusing abstenha
accuser abstenha
accuseds abstenha
accuse abstendo
accusatory abstendes
accusative abstende
accusation abstencionista
accusal abstencionismo
accursed abstenaao
accurate abstemos
accuracy abstans
accumulator abstaanheis
accumulative abstaanhamos
accumulation abstamio
accumulate abstam
acculturative abstam
acculturation abstam
acculturate absorvibilidade
acct absorver
accrue absorvente
accrual absorvedouro
accretion absorvedor
accreted absorvancia
accreditation absorto
accredit absoraao
accra absolviaao
accoutrement absolver
accoutre absoluto
accounting absolutario
accountant absinto
accountancy abside
accountable absentista
accountability absentismo
account absaantio
accost abrupto
accordionist abrunho
accordion abrunheiro
according abrunhal
accorder abrolhoso
accordant abrolhar
accordance abrir
accord abrio
accomplishment abrilhantar
accomplisher abril
accomplish abrigo
accomplice abrigar
accompany abrigadouro
accompanist abrigadoiro
accompaniment abrigada
accompanier abreviatura
accommodative abreviativo
accommodation abreviar
accommodating abreu
accommodate abrenunciar
accolade abrelatas
acclivity abreaaao
acclimatizer abrasivo
acclimatize abrasileirar
acclimatization abrasar
acclimatiser abrasao
acclimatise abrasante
acclimatisation abrasador
acclimation abrantes
acclimate abranger
acclamation abrangancia
acclaimer abrandar
acclaim abrams
accidentprone abraham
accidental abracadabra
accident abraao
accidence abraao
accessory abraaar
accessors abraaadeira
accession abotoar
accessible abotoadura
accessibility abotoadeira
access aborto
acceptor abortivo
acceptive abortar
acceptingness abortadeira
acceptingly aborrecer
accepter abordo
accepted abordar
acceptant abordagem
acceptance aboraagene
acceptable abono
acceptability abonecado
accept abonatario
accentuation abonar
accentuate abominar
accentual abolitivo
accent abolis
accelerometer abolir
accelerator abolimos
accelerative abolicionista
acceleration abolicionismo
acceleratingly aboli
accelerated aboles
accelerate abolem
accede abole
acc abole
acas aboim
acapulco abocanhar
acanthus abocamento
acadia aboboreira
academy aboborar
academicianship aboboral
academician abobar
academical abobadado
academic abnegativo
academia abnegar
academe ablativo
acacia ablativo
abyssinian ablaaao
abyssinia abjuratario
abyssal abjurar
abyss abjudicar
abysmal abjeto
abuzz abjeaao
abutter abito
abutment abissaanio
abut abissaania
abusive abissal
abuser abismo
abuse abismar
abusable abismal
abundant aabis
abundance abice
abuja abetumar
abu abeto
absurd abespinhar
absurdity abesourar
absurd abesoirar
abstruse abertura
abstractor aberto
abstractive abertivo
abstractionist aberta
abstractionism aberrativo
abstraction aberrar
abstracter aberrante
abstracted aberraaao
abstract abencerragem
abstinent abenaoar
abstinence abenaoadeira
abstention abeliano
abstemious abelhudo
abstainer abelhao
abstain abelhamestra
absorptivity abelha
absorptive abel
absorption abeirar
absorbing abeiar
absorber abecedairio
absorbent abecassis
absorbency abduzir
absorbed abdutor
absorb abdutivo
absolver abducente
absolve abduaao
absolutist abdominal
absolutism abdicativo
absolution abdicatario
absolute abdicatairio
absinthe abdicar
absentmindedly abdicante
absentminded abdamen
absentia abcissa
absenter abcesso
absenteeism abc
absentee abaulemos
absent abaulemos
absence abauleis
abseiling abaular
abseiler abaulamos
abseil abaulais
absconder abaulai
abscond abater
abscission abate
abscissa abatatar
abscess abastonar
abs abastecer
abrupt abastecedouro
abrogator abastardar
abrogation abastar
abrogate abastanaa
abroad abarrotar
abridger abarcar
abridgement abarcante
abridge abarca
abreast abano
abreaction abano
abrasively abanico
abrasive abandono
abrasion abandonar
abram abandalhar
abraham abanar
abrader abanao
abrade abanadura
abracadabra abanadela
above abalroar
aboveground abalo
aboveboard abalizar
about abaalio
abounding abalico
abound abalar
abortive abalanar
abortionist abalada
abortion abaixoassinado
aborter abaixo
abort abaixar
aborigine abafo
aboriginal abafar
aboriginals abafante
aboriginal abadia
abomination abade
abominate abaco
abominable abacaxi
abolitionist abacateiro
abolitionism abacate
abolition ababora
abolishment ababada
abolisher abaalo
abolish abaales
abode abaalem
aboard abaalem
abnormal abaale
abnormality abaale
abnormal abaale
abnegation abaalas
abnegate abaalam
ablution abaala
abloom abaala
able aba
ablebodied aaude
able aaudar
ablaze aaucena
ablative aaucareiro
ablatively aaucarar
ablation aartico
ablate aarhus
abjurer aareo
abjure aaoute
abjuratory aaougueiro
abjuration aaougue
abject aaoteia
abjection aaoteado
abject aaoriano
ability aaores
abilene aaorda
abigail aaor
abidjan aaoiteira
abiding aaoite
abider aaoitar
abide aao
abidance aano
abhorrer aanes
abhorrent aanem
abhorrence aanem
abhor aane
abeyant aane
abeyance aane
abettor aanas
abet aanam
aberystwyth aana
aberration aana
aberrant aaamos
aberrantly aalborg
abernathy aachen
aberdeenshire aac
aberdeen aaao
aberconwy aaambarque
abelson aaambarcar
abelard aaaimo
abel aaaime
abeam aaaimar
abe aaafrao
abdul aaacar
abductor aa
abduction aavila
abduct aaustria
abdominally aatila
abdominal aatalo
abdomen aastmicos
abdication aasia
abdicate aargon
abbreviation aandico
abbreviate aandias
abbott aalvaro
abbot aalvares
abbey aalhavo
abbess aalea
abba aajax
abbao aagueda
abattoir aaguas
abates aagata
abater aafrica
abatement aacaro
abate avora
abashment asquilo
abashed afeso
abash adipo
abaser anus
abasement ansia
abase anodo
abandonment animo
abandoner angulo
abandoned anfora
abandon ancora
abalone ambito
abaft ambar
abacus amago
aback ascar
ababa ader
aa abidos
aaronvitch angelo
aaron angela
aarhus avontade
aardvark atoa
