CARREGA
ganglion fornaaa
al afegao
al afeganistao
akron afeaao
akin afazeres
akimbo afazer
akihabara afastar
aka afastador
ajax afasia
ajar afanoso
ai afanico
aitch afanar
aisling afamar
aisle afalio
airy afaivel
airworthy afaisico
airwomen afagoso
airwoman afago
airway afagar
airwaves afagador
airtoair afadigar
airtime afabilidade
airtight afabilaassimo
airstrip afa
airspeed aerotransportado
airspace aerossol
airsick aeroscopia
airship aeroscapio
airport aeropostal
airplay aeroportuairio
airmen aeroporto
airmens aeroplano
airmass aeroplanismo
airman aeronavegaaao
airmail aeronave
airlock aeronauta
airliner aeronaiutico
airline aeronaiutica
airlift aeromotor
airless aeromodelismo
airlessnesses aerograma
airlessness aerogerador
airing aeroespacial
airhead aeroduto
airfreight aerodinamico
airframe aerodinamica
airflow aerobalaastica
airfield aeradromo
airfare aerabico
airess aaeis
aires advogar
airer advogado
airedale advocatura
airdrie advocatario
aircrew advocacia
aircraftcarriers advirto
aircraftcarrier advirtas
aircraft advirtamos
aircooled advirtamos
airconditioning advirtam
airconditioner advirtam
airconditioned advirtais
airbuses advirta
airbus advirta
airbrush advirta
airborne advirmos
airbase advirias
air adviriam
ainu adviria
aint adviria
aimless advires
aimer adviremos
aim advirem
ailment advireis
ailing advirei
aileron advirdes
aileen advirao
ail advirais
aiken advirai
aigrette adviraaeis
aidesdecamp adviraaamos
aider advir
aidemacamoire advinhas
aidedecamp advinham
aide advinha
aidan advinha
aida advindo
aid advindo
ahoy advindes
ahmadinejad advinde
ahem advimos
ahead advim
ahab adviestes
aha advieste
ah adviesses
ague adviessem
ag adviesse
aground adviesse
agronomy adviermos
agronomist advieres
agronomic advierem
agrochemical advierdes
agrippa advieras
agriculturist advieram
agriculture advieram
agriculturalist adviera
agricultural adviera
agribusinesses advier
agribusiness advier
agreers adviemos
agreer advidos
agreement advido
agreeing advidas
agreeable advida
agree adviassemos
agrarian adviasseis
agrarianism adviareis
agrarian adviaramos
agra advertis
agouti advertir
ago advertimos
agoraphobic adverti
agoraphobia advertes
agony advertem
agonizing adverte
agonizers adverte
agonizer advertancia
agonized adverso
agonize adversativo
agonisingly adversar
agonisers adversao
agoniser adversairio
agonisedly adverbiar
agonise adverbializar
agog adverbial
agnosticism advento
agnostic adventista
agnew adventismo
agnes adventaacio
agnatha advenho
aglow advenhas
aglitter advenhamos
agleam advenhamos
agitprop advenham
agitator advenham
agitative advenhais
agitation advenha
agitated advenha
agitate advenha
agility adveio
agile advecaao
aghast advarbio
aggrieved advans
aggrieve advaanheis
aggressor advaanhamos
aggressive advam
aggression advam
aggregatively advam
aggregative aduzir
aggregation adutor
aggregate adulto
aggravation adulteroso
aggravating adulterino
aggravate adulterar
aggrandizement adulterador
aggrandize adultario
aggrandisement adulatario
aggrandise adular
agglutinin adulador
agglutinative adufe
agglutination aduela
agglutinate adubo
agglomerative adubar
agglomeration adubadura
agglomerate adubador
aggie adubadela
ageratum aduaneiro
ageold adstrito
agentive adsl
agenting adscrito
agent adscriaao
agenda adscrever
agendas adro
agenda adriano
agency adriana
agelong adriaitico
ageless adriaitico
agelessly adrenalina
ageless adrede
ageist adrede
ageism adquirir
ageing adquirente
aged adotivo
age adotar
agave adotante
agate adorno
agaragar adornar
agar adormentar
agape adormecer
agamemnon adorativo
again adorar
against adoraivel
agaa adonisar
afterword adonde
afterwards aadolo
afterthought adolfo
aftertastes adolescer
aftertaste adolescente
aftershock adolescancia
aftershave adoidar
afternoon adoestar
aftermost adoentar
aftermath adoecer
afterlives adocicar
afterlife adobe
afterimages adoaar
afterimage adoaao
afterhours adoaante
afterglow adn
aftereffects admoestatario
aftereffect admoestar
aftercares admoestador
aftercare admitir
afterburner admissaavel
afterbirth admissao
after admirativo
aft admirar
afro admiraivel
afrikaner admirabilidade
afrikaans administrativo
african administrar
africa adjuvar
afresh adjuvante
afraid adjurar
afoul adjuraaao
aforethought adjunto
aforesaid adjunaao
aforementioned adjudicatario
afore adjudicatairio
afoot adjudicar
aflutter adjudicador
afloat adjetivo
aflame adjetivar
afire adjetival
afield adjacente
aficionado adjacancia
afghan adivinho
afghanistan adivinhatario
afghani adivinhar
afghan adivinhador
affronting adivinha
affronted adito
affront aditivo
affright aditar
affricative aditaacio
affrication adir
affricate adiposo
affray adipose
afforestation adipo
afforest adio
affordable adietar
affordability adido
afford adicionar
affluent adicional
affluence adiar
afflictive adiante
affliction adiantar
afflicting adiamantar
afflicted adiabilidade
afflict adiaao
afflatus adeusar
affix adeus
affirmative adestrar
affirmation adesivo
affirm adesao
affinity aderir
affine aderente
affiliation aderecista
affiliate adereao
affidavit aderancia
affiance adequo
afferent adeques
afferently adequemos
affectively adequemos
affective adequem
affectionate adequeis
affection adeque
affecting adeque
affecter adeque
affected adequas
affectation adequar
affect adequamos
affair adequam
affable adequam
affability adequais
afc adequai
afar adequa
afaik adequa
aetiology adepto
aetiological adentro
aetiologic adentrar
aether adentar
aestivation adensar
aestivate adenosina
aestival adenopatia
aestheticism adenoma
aesthetically adenda
aesthetic aden
aesthete ademais
aesop adelson
aesculapius adelino
aeschylus adelina
aes adelgaaar
aerospace adelaide
aerosol adejar
aeroplane adegueiro
aeronautical adegar
aeronautic adega
aerofoil adarito
aeroengines adaptativo
aeroengine adaptar
aerodynamically adaptametro
aerodynamic adaptador
aerodrome adaptabilidade
aerobic adaptaaao
aerobatic adao
aeroacoustic adanis
aero adanis
aerie adams
aerialist adamastor
aerial adamastor
aerator adamascar
aeration adamado
aerate adaltero
aeon adalia
aeolus adalberto
aeolian adaigio
aeneid adagiar
aeneas adagial
aegrotat adagiairio
aegis adaga
aegean ad
adze acutilar
advocative acutilante
advocate acutiladiao
advocacy acutilancia
advisory acutangular
advisor acutangulo
adviser acusticamente
advisement acusmaitico
advisee acusativo
advised acusatario
advise acusar
advisable acusador
advisability acurvar
advice acurralar
advertising acurar
advertiser acupuntura
advertisement acumulativo
advertise acumular
advert acumulador
adversity acumulaaao
adversing acume
adversed aculturaaao
adverse aculo
adversary acuidade
adversarial acudo
adverbial acudis
adverb acudir
adventurous acudimos
adventurism acudi
adventuress acudas
adventuresome acudamos
adventures acudamos
adventurer acudam
adventure acudam
adventively acudais
adventitious acuda
adventists acuda
adventists acuda
adventist actuplo
advent actaanio
advantageous actaania
advantage acromatizar
advancing acromaitico
advancer acrobatismo
advancement acrobata
advance acrobaitico
adumbrative acrobacia
adumbration acrianaar
adumbrate acrescido
adultly acrescer
adulthood acrescento
adultery acrescente
adulterous acrescentar
adulteress acredoce
adulterer acreditar
adulteration acreditador
adulterate acre
adulterant acre
adult acraatico
adulatory acrascimo
adulator acrapole
adulation acranimo
adulate acranico
adte acraalico
adsorptive acp
adsorption acovardar
adsorbent acotovelar
adsorbate acostumar
adsorb acostar
adroit acostagem
adrift acostado
adrienne acossar
adriatic acossa
adrian acorrer
adrenally acorrentar
adrenal acoronhar
adrenalin acoria
adrenaline acordo
adornment acordeonista
adorn acordeao
adoring acorde
adorer acordar
adore acordante
adoration acoplar
adorable acoplamento
adoptive acoplagem
adoption acontecimento
adopter acontecer
adoptable aconsoantar
adopt aconselhar
adonis aconselhador
adolph aacone
adolescent acondimentar
adolescence acondicionar
adobe aconchego
ado aconchegar
admonitory acompridar
admonition acompassar
admonishment acompanhar
admonishing acompanhador
admonisher acompadrar
admonish acomodar
admixture acomodadiao
admitted acomodaaao
admittance acometida
admit acometer
admission acolia
admissible acolhida
admissibility acolher
admiring acolchoar
admirer acolchoado
admire acolchoadeira
admiration acolchetar
admiralty acolai
admiral acoito
admirable acoitar
admin acoimar
administratrix acodes
administrator acodem
administrative acode
administration acode
administrate acocorar
administrable acocado
administer acobertar
admen acobardar
adman acne
adler aclive
adkins aclimatizar
adjutant aclimatar
adjustors aclimar
adjustment aclarar
adjustive aclamativo
adjuster aclamar
adjustable acitrinar
adjust acirrar
adjure acirrante
adjuration acionista
adjunctive acionar
adjunct acional
adjudicatory acionador
adjudicator acionado
adjudicative acio
adjudication acinzentar
adjudicate acinzar
adjudge acinatico
adjournment acima
adjourn acilaaao
adjoin acidificar
adjective acidificante
adjectival acidez
adjacent acidente
adjacency acidentar
adiaca³s acidental
adirondacks acidar
adirondack acidafilo
adipose acicular
adiposes acicular
adipose acicate
adieu acicatar
adiabatic achocolatado
adhesive achinesar
adhesion achinelar
adherer achincalhar
adherent achego
adherence achegar
adhere achega
adequate achatar
adequacy achatadura
adept achatadela
adenoidal achar
adenoid achaque
adenine achado
adenauer achada
aden acha
adele acetona
adelaide acetinar
adductor acetileno
adductive acetato
adduction acetal
adduct acesso
adducible acessaavel
adducer acessario
adduce acessao
addresser aceso
addressee acervo
addressable acerto
addressability acertar
address acerrimamente
addons aceroso
addon acercar
addling acerca
addle acerbar
additivity acepipe
additive acentuar
additional acentual
addition acento
addison aceno
addis acender
addictiveness acendalha
addictive acenar
addiction acelerar
addicted acelerante
addict acelerador
adder aceite
addendum aceitar
addenda aceitante
addend aceitador
added aceitabilidade
addable acefalia
add acefailico
adc acedioso
adaptor aceder
adaptivity acedente
adaptive acedancia
adapter aceaao
adapted acavalado
adaptation acautelar
adaptable acato
adaptability acatico
adapt acatar
adamson acatalico
adamant acatador
adam acastico
adair acastica
adagio acastelar
adage acastanhado
ad acaso
acyclovir acasalar
acyclic acartar
acyclically acarrimo
acute acarretar
acupuncturist aacaro
acupuncture acarinhar
acupressure acariciativo
acumen acariciar
acuity acariciante
actuator acariciador
actuation acardao
actuate acantonar
actuary acanho
actuarial acanhar
actualize acampar
actualization acamar
actuality acama
actualise acalorar
actualisation acalmia
actual acalmar
ac acalito
ac acalento
actress acalentar
actor acalcar
acton acalaar
activity acaidico
activist acaicio
activism acaicia
active acafalo
activator academismo
activation academia
activate acadamico
actionable acaaclico
action acabrunhado
actinometer acabar
actinium acabadote
actinide abvio
actinic abutre
acting abuso
act abusivo
acrylic abusar
acrylate aburguesar
acrostic abundar
across abundante
acropolis abundancia
acrophobia abulo
acronym abulo
acrobatic abulia
acrobat abulas
acrimony abulamos
acrimonious abulamos
acridity abulam
acrid abulam
acreage abulais
acre abula
acquitter abula
acquittance abula
acquittal abu
acquit absurdo
acquisitive absurdeza
acquisition absurdez
acquirement abstruso
acquire abstrato
acquirable abstrativo
acquiescent abstrair
acquiescence abstracionismo
acquiesce abstraaao
acquainted abstivestes
acquaintanceship abstiveste
acquaintance abstivesses
acquaint abstivessem
acoustician abstivesse
acoustical abstivesse
acoustic abstivermos
acorn abstiveres
aconite abstiverem
acolyte abstiverdes
acned abstiveras
acne abstiveram
acme abstiveram
acm abstivera
acknowledger abstivera
acknowledgement abstiver
acknowledged abstiver
acknowledgeable abstivemos
acknowledge abstive
ackerman abstivassemos
acidulous abstivasseis
acidosis abstivareis
acidoses abstivaramos
acidophiles abstinhas
acidity abstinham
acidify abstinha
acidification abstinha
acidic abstinente
acid abstinancia
achy abstidos
achromatic abstido
aching abstidas
achilles abstida
achiever absteve
achievement absterias
achieve absteriam
achievable absteria
achene absteria
ache absteremos
achaean abstereis
acetylene absterei
acetone absterao
acetic absterais
